Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,ID
14.6,Low Fat,0.059405152,Household,179.6976,1997,Small,Tier 1,Supermarket Type1,3621.952,NCT18OUT046
10.1,Low Fat,0.027059264,Meat,76.467,2004,Small,Tier 2,Supermarket Type1,1761.041,FDL43OUT035
10.5,Low Fat,0.071244438,Frozen Foods,119.2098,2004,Small,Tier 2,Supermarket Type1,1325.6078,FDJ53OUT035
12.6,Low Fat,0.007455054,Household,186.9556,2004,Small,Tier 2,Supermarket Type1,3942.8676,NCQ02OUT035
18.7,Low Fat,0.046088273,Health and Hygiene,153.6682,1997,Small,Tier 1,Supermarket Type1,3506.7686,NCJ05OUT046
5.985,LF,0.096185556,Frozen Foods,127.1678,2009,Medium,Tier 3,Supermarket Type2,3560.6984,FDT40OUT018
12.1,Low Fat,0.11487406,Baking Goods,221.4114,1997,Small,Tier 1,Supermarket Type1,5099.3622,FDA48OUT046
13,Regular,0.083643716,Canned,196.0426,1999,Medium,Tier 1,Supermarket Type1,2570.6538,FDV37OUT049
19.2,Regular,0.022965292,Fruits and Vegetables,181.695,2002,,Tier 2,Supermarket Type1,2563.33,FDX07OUT045
5.78,Low Fat,0.014584584,Soft Drinks,146.3102,2002,,Tier 2,Supermarket Type1,2187.153,DRG48OUT045
7.17,Regular,0.059716729,Fruits and Vegetables,130.9968,2004,Small,Tier 2,Supermarket Type1,2348.9424,FDF44OUT035
20.85,Regular,0.062224479,Baking Goods,88.1514,1997,Small,Tier 1,Supermarket Type1,1682.4766,FDS24OUT046
18.75,Low Fat,0.034360687,Household,215.7218,1999,Medium,Tier 1,Supermarket Type1,4274.436,NCQ50OUT049
7.5,Low Fat,0.050708743,Canned,123.4072,1987,High,Tier 3,Supermarket Type1,3185.1872,FDT25OUT013
10.395,Regular,0.036957777,Meat,230.5352,2002,,Tier 2,Supermarket Type1,4580.704,FDO03OUT045
12.8,Regular,0.023530953,Meat,223.5404,1997,Small,Tier 1,Supermarket Type1,1800.3232,FDJ55OUT046
11.65,Regular,0.058681957,Baking Goods,170.4422,1987,High,Tier 3,Supermarket Type1,517.3266,FDM36OUT013
20.2,Low Fat,0.064728148,Snack Foods,258.0646,2007,,Tier 2,Supermarket Type1,5668.6212,FDM21OUT017
11.35,Regular,0,Snack Foods,103.0016,2004,Small,Tier 2,Supermarket Type1,2125.2336,FDK58OUT035
8.71,Regular,0.120773451,Canned,186.5924,1998,,Tier 3,Grocery Store,555.2772,FDD26OUT010
8.31,Regular,0.115911972,Snack Foods,177.3028,2002,,Tier 2,Supermarket Type1,1948.1308,FDW57OUT045
19,Regular,0.10985775,Fruits and Vegetables,188.8214,1998,,Tier 3,Grocery Store,188.4214,FDT32OUT010
7.5,Low Fat,0.050853901,Canned,121.7072,2002,,Tier 2,Supermarket Type1,367.5216,FDT25OUT045
6.525,Low Fat,0.090295708,Household,84.6882,1997,Small,Tier 1,Supermarket Type1,601.2174,NCB19OUT046
,Low Fat,0.029084548,Frozen Foods,122.0098,1985,Small,Tier 1,Grocery Store,361.5294,FDD05OUT019
,Low Fat,0.026769592,Household,77.0354,1985,Medium,Tier 3,Supermarket Type3,2332.2974,NCE54OUT027
6.985,Regular,0.137580452,Meat,182.8608,1999,Medium,Tier 1,Supermarket Type1,4042.7376,FDO39OUT049
11.3,Low Fat,0.066816565,Household,192.2478,2002,,Tier 2,Supermarket Type1,1356.2346,NCV06OUT045
6.115,Regular,0.01179078,Soft Drinks,189.053,1998,,Tier 3,Grocery Store,948.765,DRB13OUT010
9.5,Regular,0.036921781,Meat,194.2452,1998,,Tier 3,Grocery Store,782.9808,FDX51OUT010
15.7,Low Fat,0.122742389,Canned,134.2942,2002,,Tier 2,Supermarket Type1,1192.4478,FDC38OUT045
16,Low Fat,0.089971292,Dairy,143.2154,1997,Small,Tier 1,Supermarket Type1,1701.7848,FDD04OUT046
13.1,Regular,0.099186992,Frozen Foods,198.7768,2009,Medium,Tier 3,Supermarket Type2,3153.2288,FDC05OUT018
,Low Fat,0,Hard Drinks,39.0164,1985,Medium,Tier 3,Supermarket Type3,1042.6428,DRJ59OUT027
16.85,low fat,0.036596012,Snack Foods,90.6488,2007,,Tier 2,Supermarket Type1,633.8416,FDL22OUT017
,Low Fat,0.041821227,Soft Drinks,107.628,1985,Small,Tier 1,Grocery Store,213.056,DRH13OUT019
14.85,Regular,0.016635488,Snack Foods,157.563,1998,,Tier 3,Grocery Store,312.926,FDV22OUT010
18.2,Low Fat,0.090084098,Fruits and Vegetables,197.211,2002,,Tier 2,Supermarket Type1,3142.576,FDP07OUT045
11,Low Fat,0.008960445,Meat,119.1756,1999,Medium,Tier 1,Supermarket Type1,1696.4584,FDK27OUT049
21.1,Regular,0.162418495,Fruits and Vegetables,64.9168,2007,,Tier 2,Supermarket Type1,639.168,FDP31OUT017
15.2,Low Fat,0.056237906,Household,110.7912,1998,,Tier 3,Grocery Store,109.1912,NCI54OUT010
,Low Fat,0.071498575,Hard Drinks,37.7506,1985,Medium,Tier 3,Supermarket Type3,796.9626,DRK35OUT027
9.06,Low Fat,0.009791467,Others,213.256,1999,Medium,Tier 1,Supermarket Type1,4687.232,NCO07OUT049
11.5,Low Fat,0.072820885,Fruits and Vegetables,191.253,1987,High,Tier 3,Supermarket Type1,3036.048,FDN31OUT013
11.15,Low Fat,0.073354286,Others,66.8142,2004,Small,Tier 2,Supermarket Type1,2372.9112,NCO02OUT035
13.5,Regular,0.068010049,Dairy,57.2562,2002,,Tier 2,Supermarket Type1,770.3306,FDQ26OUT045
15.1,Regular,0.087406863,Fruits and Vegetables,221.8456,1997,Small,Tier 1,Supermarket Type1,663.1368,FDQ07OUT046
8.3,Regular,0.030198228,Baking Goods,98.2384,1999,Medium,Tier 1,Supermarket Type1,2167.8448,FDB49OUT049
14.15,Regular,0.024442501,Fruits and Vegetables,196.411,1999,Medium,Tier 1,Supermarket Type1,2749.754,FDY44OUT049
,Low Fat,0.033436336,Household,107.3912,1985,Medium,Tier 3,Supermarket Type3,3057.3536,NCI54OUT027
8.365,Regular,0.039844429,Fruits and Vegetables,190.1188,1997,Small,Tier 1,Supermarket Type1,1904.188,FDV44OUT046
11.85,Regular,0.055805027,Baking Goods,53.0666,1999,Medium,Tier 1,Supermarket Type1,512.666,FDI48OUT049
19.6,Low Fat,0.047888606,Health and Hygiene,42.277,2004,Small,Tier 2,Supermarket Type1,605.878,NCL05OUT035
19,Regular,0.065735977,Fruits and Vegetables,189.6214,1999,Medium,Tier 1,Supermarket Type1,2826.321,FDT32OUT049
18.25,Low Fat,0.076089711,Snack Foods,212.9218,1999,Medium,Tier 1,Supermarket Type1,3846.9924,FDM10OUT049
19.85,Regular,0.020908608,Snack Foods,63.5194,1999,Medium,Tier 1,Supermarket Type1,557.2746,FDS21OUT049
12.85,Low Fat,0.030678825,Starchy Foods,251.704,2002,,Tier 2,Supermarket Type1,3542.056,FDD11OUT045
,Low Fat,0.111381428,Frozen Foods,106.7622,1985,Medium,Tier 3,Supermarket Type3,2964.1416,FDL04OUT027
19.6,Low Fat,0.039738393,Snack Foods,163.7526,2009,Medium,Tier 3,Supermarket Type2,2960.1468,FDO58OUT018
15.7,Regular,0.01903743,Fruits and Vegetables,60.5536,2007,,Tier 2,Supermarket Type1,490.0288,FDQ08OUT017
13.3,Low Fat,0.06356617,Frozen Foods,151.3708,1997,Small,Tier 1,Supermarket Type1,3611.2992,FDT28OUT046
10.395,Low Fat,0.112553853,Snack Foods,59.022,2009,Medium,Tier 3,Supermarket Type2,1378.206,FDT22OUT018
10.5,Regular,0.013493914,Snack Foods,143.7154,2004,Small,Tier 2,Supermarket Type1,3119.9388,FDB58OUT035
19.35,Low Fat,0.118102769,Snack Foods,224.8088,1997,Small,Tier 1,Supermarket Type1,2013.3792,FDN45OUT046
14.1,Low Fat,0.06682033,Snack Foods,198.9084,1987,High,Tier 3,Supermarket Type1,4761.8016,FDZ45OUT013
8.6,Regular,0.040205535,Canned,188.753,1997,Small,Tier 1,Supermarket Type1,7590.12,FDJ38OUT046
17.1,Low Fat,0.038816115,Household,166.4842,2002,,Tier 2,Supermarket Type1,1326.2736,NCT06OUT045
,Regular,0.076348933,Snack Foods,32.8558,1985,Medium,Tier 3,Supermarket Type3,713.0718,FDU21OUT027
20.5,Low Fat,0.032819637,Household,38.9822,1999,Medium,Tier 1,Supermarket Type1,982.055,NCP30OUT049
15.1,Regular,0.096249842,Meat,134.4942,1999,Medium,Tier 1,Supermarket Type1,2119.9072,FDR27OUT049
6.69,Regular,0,Meat,176.937,2007,,Tier 2,Supermarket Type1,4234.488,FDW39OUT017
,Low Fat,0,Soft Drinks,121.044,1985,Medium,Tier 3,Supermarket Type3,2396.88,DRZ24OUT027
7.905,Low Fat,0.010003987,Snack Foods,250.7408,1987,High,Tier 3,Supermarket Type1,5757.8384,FDK21OUT013
18,Low Fat,0.124452048,Frozen Foods,118.5124,1997,Small,Tier 1,Supermarket Type1,1303.6364,FDJ04OUT046
7.84,Regular,0.154363209,Canned,50.835,2007,,Tier 2,Supermarket Type1,599.22,FDZ13OUT017
15.15,Regular,0.066551268,Frozen Foods,144.676,2007,,Tier 2,Supermarket Type1,3954.852,FDS16OUT017
15.2,Regular,0.173703549,Fruits and Vegetables,175.8054,1998,,Tier 3,Grocery Store,1050.6324,FDD56OUT010
19.85,Low Fat,0.054025644,Seafood,197.2768,1997,Small,Tier 1,Supermarket Type1,6503.5344,FDI57OUT046
,Low Fat,0.03523927,Baking Goods,231.601,1985,Medium,Tier 3,Supermarket Type3,5972.226,FDQ12OUT027
7.325,Low Fat,0.093385381,Fruits and Vegetables,91.3146,1997,Small,Tier 1,Supermarket Type1,1641.8628,FDI56OUT046
5.88,Low Fat,0.024937792,Household,148.4392,2002,,Tier 2,Supermarket Type1,2087.9488,NCT42OUT045
10.695,Regular,0.060654268,Breakfast,174.7712,2004,Small,Tier 2,Supermarket Type1,3339.6528,FDM25OUT035
,Low Fat,0.06912336,Soft Drinks,106.0938,1985,Medium,Tier 3,Supermarket Type3,2787.0388,DRB25OUT027
20.25,LF,0.025953257,Household,179.5976,1997,Small,Tier 1,Supermarket Type1,2535.3664,NCY30OUT046
8.05,Regular,0.07884393,Fruits and Vegetables,257.0646,2007,,Tier 2,Supermarket Type1,8760.5964,FDD44OUT017
11.65,Low Fat,0.033851785,Seafood,112.186,2004,Small,Tier 2,Supermarket Type1,1018.674,FDK45OUT035
19.35,Low Fat,0.118342285,Snack Foods,222.6088,2002,,Tier 2,Supermarket Type1,1789.6704,FDN45OUT045
7.235,Low Fat,0.058121214,Snack Foods,115.8834,2004,Small,Tier 2,Supermarket Type1,1382.2008,FDQ09OUT035
12.15,Low Fat,0.015457803,Frozen Foods,209.9928,2004,Small,Tier 2,Supermarket Type1,5259.82,FDC17OUT035
8.615,low fat,0.116152226,Fruits and Vegetables,94.1436,1987,High,Tier 3,Supermarket Type1,1512.6976,FDD45OUT013
6.765,Regular,0.087260103,Frozen Foods,105.0306,1997,Small,Tier 1,Supermarket Type1,2090.612,FDD41OUT046
10.3,Regular,0.0111263,Snack Foods,87.254,1997,Small,Tier 1,Supermarket Type1,1211.756,FDU46OUT046
13.15,Regular,0.038167453,Snack Foods,89.4856,2007,,Tier 2,Supermarket Type1,1230.3984,FDO45OUT017
8.84,Regular,0.076547632,Frozen Foods,109.5228,2004,Small,Tier 2,Supermarket Type1,1657.842,FDG41OUT035
8.26,Regular,0,Soft Drinks,122.573,2002,,Tier 2,Supermarket Type1,739.038,DRC13OUT045
20.1,Low Fat,0.074931201,Dairy,108.9228,2009,Medium,Tier 3,Supermarket Type2,1105.228,FDX50OUT018
9.695,Low Fat,0,Fruits and Vegetables,185.1898,2004,Small,Tier 2,Supermarket Type1,2619.2572,FDK56OUT035
18.85,Low Fat,0.16758389,Household,194.6136,1997,Small,Tier 1,Supermarket Type1,2721.7904,NCL18OUT046
18.25,Low Fat,0.054318517,Snack Foods,140.9154,1999,Medium,Tier 1,Supermarket Type1,6381.693,FDN57OUT049
,Regular,0.060800116,Meat,44.4744,1985,Medium,Tier 3,Supermarket Type3,769.6648,FDX03OUT027
5.32,Low Fat,0,Health and Hygiene,101.7674,1987,High,Tier 3,Supermarket Type1,1120.5414,NCU17OUT013
8.115,reg,0.032152786,Canned,157.3972,2004,Small,Tier 2,Supermarket Type1,1869.5664,FDL14OUT035
15.1,Low Fat,0.055840055,Household,139.8496,1997,Small,Tier 1,Supermarket Type1,1411.496,NCU18OUT046
8.42,Low Fat,0.070968081,Household,215.9192,2007,,Tier 2,Supermarket Type1,1941.4728,NCH43OUT017
9,Low Fat,0.081996013,Frozen Foods,216.2534,2004,Small,Tier 2,Supermarket Type1,4301.068,FDH41OUT035
8.18,Regular,0.082737261,Frozen Foods,57.3588,2009,Medium,Tier 3,Supermarket Type2,343.5528,FDS28OUT018
,Low Fat,0.011206632,Canned,191.4188,1985,Medium,Tier 3,Supermarket Type3,3998.7948,FDG02OUT027
15.35,Low Fat,0.014047825,Frozen Foods,36.719,2002,,Tier 2,Supermarket Type1,585.904,FDS40OUT045
20.6,Regular,0.045982389,Snack Foods,177.0344,1987,High,Tier 3,Supermarket Type1,535.3032,FDD10OUT013
9.3,Low Fat,0.042256257,Hard Drinks,124.4388,1987,High,Tier 3,Supermarket Type1,1609.9044,DRQ35OUT013
19.6,Low Fat,0,Health and Hygiene,42.877,1999,Medium,Tier 1,Supermarket Type1,649.155,NCL05OUT049
11.3,Low Fat,0.056424146,Baking Goods,247.8118,2004,Small,Tier 2,Supermarket Type1,2223.1062,FDJ48OUT035
,Low Fat,0.170254469,Snack Foods,124.8704,1985,Medium,Tier 3,Supermarket Type3,2127.8968,FDV21OUT027
15.3,Regular,0.084749164,Canned,215.5218,2004,Small,Tier 2,Supermarket Type1,4060.7142,FDJ26OUT035
8.235,Low Fat,0.014541462,Health and Hygiene,184.495,2007,,Tier 2,Supermarket Type1,3844.995,NCN05OUT017
15.2,Low Fat,0.091763303,Snack Foods,228.5352,1997,Small,Tier 1,Supermarket Type1,1832.2816,FDK09OUT046
,low fat,0.069851683,Fruits and Vegetables,110.9912,1985,Medium,Tier 3,Supermarket Type3,1310.2944,FDM56OUT027
9,Low Fat,0.039004193,Soft Drinks,37.019,2002,,Tier 2,Supermarket Type1,659.142,DRF25OUT045
9,reg,0.05060313,Canned,150.9024,2002,,Tier 2,Supermarket Type1,4402.2696,FDG14OUT045
15.35,Regular,0.113195815,Fruits and Vegetables,190.8504,2004,Small,Tier 2,Supermarket Type1,3643.2576,FDZ31OUT035
,Regular,0.134327613,Snack Foods,35.0558,1985,Small,Tier 1,Grocery Store,33.9558,FDU21OUT019
20.1,Regular,0.054584207,Fruits and Vegetables,193.382,2004,Small,Tier 2,Supermarket Type1,4247.804,FDC57OUT035
10.3,Regular,0.018623146,Snack Foods,87.854,1998,,Tier 3,Grocery Store,259.662,FDU46OUT010
12.35,Low Fat,0.093278912,Snack Foods,118.7124,2004,Small,Tier 2,Supermarket Type1,2607.2728,FDU22OUT035
8.88,Low Fat,0.086957199,Hard Drinks,152.5682,2002,,Tier 2,Supermarket Type1,1372.2138,DRG23OUT045
15.85,Low Fat,0.13689554,Breads,176.437,1998,,Tier 3,Grocery Store,529.311,FDR23OUT010
14.1,Low Fat,0.090043082,Canned,140.1496,2009,Medium,Tier 3,Supermarket Type2,846.8976,FDI14OUT018
20.25,Low Fat,0.014251461,Household,148.6418,2002,,Tier 2,Supermarket Type1,2648.5524,NCN42OUT045
16.5,Low Fat,0.035711426,Health and Hygiene,93.612,1999,Medium,Tier 1,Supermarket Type1,1584.604,NCM41OUT049
13.6,Regular,0.043655155,Fruits and Vegetables,156.7946,1997,Small,Tier 1,Supermarket Type1,3629.2758,FDT55OUT046
,Regular,0.108568067,Soft Drinks,42.9112,1985,Medium,Tier 3,Supermarket Type3,809.6128,DRY23OUT027
20.35,Low Fat,0.090480214,Snack Foods,119.5466,1998,,Tier 3,Grocery Store,117.8466,FDL46OUT010
7.275,Low Fat,0.027942357,Snack Foods,145.076,2004,Small,Tier 2,Supermarket Type1,1611.236,FDQ57OUT035
19.7,Low Fat,0.041730507,Frozen Foods,109.2912,2004,Small,Tier 2,Supermarket Type1,2402.2064,FDQ16OUT035
,Low Fat,0.099589909,Frozen Foods,109.1886,1985,Medium,Tier 3,Supermarket Type3,4225.1668,FDZ52OUT027
,Low Fat,0.294939214,Frozen Foods,47.106,1985,Small,Tier 1,Grocery Store,139.818,FDL16OUT019
14.15,Low Fat,0.008829806,Household,196.811,2009,Medium,Tier 3,Supermarket Type2,4517.453,NCX18OUT018
19,Low Fat,0.067722325,Snack Foods,130.8626,2009,Medium,Tier 3,Supermarket Type2,1573.9512,FDM34OUT018
,Low Fat,0.060405784,Baking Goods,234.5616,1985,Medium,Tier 3,Supermarket Type3,6796.4864,FDG60OUT027
20.5,Low Fat,0,Household,37.119,2009,Medium,Tier 3,Supermarket Type2,842.237,NCA06OUT018
6.96,Low Fat,0.077193561,Soft Drinks,89.9146,1997,Small,Tier 1,Supermarket Type1,1277.0044,DRD12OUT046
15.35,Low Fat,0.013869039,Frozen Foods,62.5168,2009,Medium,Tier 3,Supermarket Type2,447.4176,FDP04OUT018
17.1,Low Fat,0.067290244,Household,114.586,2002,,Tier 2,Supermarket Type1,1584.604,NCH30OUT045
10.195,Regular,0.146960375,Frozen Foods,142.2838,2002,,Tier 2,Supermarket Type1,1685.8056,FDS04OUT045
,Low Fat,0.018632082,Canned,82.9908,1985,Small,Tier 1,Grocery Store,503.3448,FDQ13OUT019
5.78,Low Fat,0.096536082,Breads,162.8552,1999,Medium,Tier 1,Supermarket Type1,3574.0144,FDU59OUT049
6.385,Low Fat,0.084008316,Hard Drinks,108.2596,2002,,Tier 2,Supermarket Type1,1186.4556,DRG11OUT045
,Low Fat,0.005638944,Baking Goods,184.9924,1985,Medium,Tier 3,Supermarket Type3,3146.5708,FDA36OUT027
9.3,Low Fat,0.01601936,Dairy,248.5092,2004,Small,Tier 2,Supermarket Type1,6474.2392,FDA15OUT035
13.65,Regular,0.13187274,Dairy,188.024,1998,,Tier 3,Grocery Store,745.696,FDZ03OUT010
9.195,LF,0.114863923,Frozen Foods,59.0246,2004,Small,Tier 2,Supermarket Type1,1853.5872,FDJ16OUT035
9.17,Low Fat,0.103138922,Baking Goods,141.747,1999,Medium,Tier 1,Supermarket Type1,3006.087,FDZ12OUT049
12.6,Low Fat,0.056191301,Seafood,53.2982,2002,,Tier 2,Supermarket Type1,736.3748,FDH09OUT045
14.85,Low Fat,0.01867669,Canned,188.7214,2007,,Tier 2,Supermarket Type1,3956.8494,FDT13OUT017
19.35,Regular,0.021578923,Fruits and Vegetables,120.5098,2007,,Tier 2,Supermarket Type1,1807.647,FDU20OUT017
18.7,Low Fat,0,Soft Drinks,52.2324,2004,Small,Tier 2,Supermarket Type1,467.3916,DRH25OUT035
5.46,Regular,0.032242661,Canned,187.624,2002,,Tier 2,Supermarket Type1,3542.056,FDK26OUT045
8.785,Low Fat,0.025962714,Fruits and Vegetables,120.9414,2004,Small,Tier 2,Supermarket Type1,1949.4624,FDU32OUT035
12.6,Low Fat,0.096407554,Snack Foods,210.8612,2002,,Tier 2,Supermarket Type1,3344.9792,FDI22OUT045
8.76,Low Fat,0.050256604,Health and Hygiene,127.3336,2009,Medium,Tier 3,Supermarket Type2,2684.5056,NCB54OUT018
12.3,Regular,0.058234621,Snack Foods,58.7562,2002,,Tier 2,Supermarket Type1,592.562,FDX46OUT045
19.6,Low Fat,0.023931217,Household,103.1964,1987,High,Tier 3,Supermarket Type1,736.3748,NCC07OUT013
,LF,0.284065879,Snack Foods,105.5622,1985,Small,Tier 1,Grocery Store,211.7244,FDQ34OUT019
8.155,Regular,0.033692089,Frozen Foods,76.2354,2009,Medium,Tier 3,Supermarket Type2,1279.0018,FDM16OUT018
,Regular,0.023417004,Meat,223.8404,1985,Medium,Tier 3,Supermarket Type3,7201.2928,FDJ55OUT027
7.97,Low Fat,0.034647829,Soft Drinks,171.2422,2007,,Tier 2,Supermarket Type1,3103.9596,DRI01OUT017
18.85,Low Fat,0.142219209,Canned,167.6132,2009,Medium,Tier 3,Supermarket Type2,1522.0188,FDD50OUT018
11.1,Low Fat,0.11089655,Fruits and Vegetables,191.5846,2002,,Tier 2,Supermarket Type1,2101.9306,FDJ08OUT045
9.6,Low Fat,0.006708517,Household,164.6184,1999,Medium,Tier 1,Supermarket Type1,2972.1312,NCK18OUT049
9.27,Low Fat,0.103419257,Dairy,148.105,1998,,Tier 3,Grocery Store,149.805,FDQ14OUT010
13.35,Low Fat,0.032180494,Meat,61.2194,1997,Small,Tier 1,Supermarket Type1,433.4358,FDS51OUT046
11.3,Regular,0.066717378,Frozen Foods,260.8962,2004,Small,Tier 2,Supermarket Type1,4920.9278,FDA04OUT035
19,Low Fat,0.128814669,Snack Foods,107.6622,2007,,Tier 2,Supermarket Type1,1164.4842,FDP10OUT017
12.3,Low Fat,0.111500259,Baking Goods,35.6874,2002,,Tier 2,Supermarket Type1,846.8976,FDT36OUT045
6.425,Low Fat,0.010497273,Canned,118.3808,2007,,Tier 2,Supermarket Type1,2812.3392,FDH38OUT017
11.5,Regular,0.020653603,Dairy,84.954,2009,Medium,Tier 3,Supermarket Type2,865.54,FDC16OUT018
5.19,Low Fat,0.042687151,Frozen Foods,195.911,1999,Medium,Tier 1,Supermarket Type1,2946.165,FDF17OUT049
12.15,Low Fat,0.021705417,Breads,163.5184,1987,High,Tier 3,Supermarket Type1,3137.2496,FDU23OUT013
15.25,Low Fat,0.026651184,Snack Foods,86.6198,1999,Medium,Tier 1,Supermarket Type1,1657.1762,FDB34OUT049
11.8,Regular,0.106968096,Dairy,221.6772,1987,High,Tier 3,Supermarket Type1,3113.2808,FDW26OUT013
15.7,Regular,0.030686952,Snack Foods,253.4724,2002,,Tier 2,Supermarket Type1,1510.0344,FDP45OUT045
16.75,Regular,0.008191729,Canned,103.5674,1997,Small,Tier 1,Supermarket Type1,1629.8784,FDD38OUT046
10.8,Regular,0.048218142,Baking Goods,42.2138,1999,Medium,Tier 1,Supermarket Type1,690.4346,FDM60OUT049
11.8,Regular,0.107036943,Dairy,220.3772,2004,Small,Tier 2,Supermarket Type1,4447.544,FDW26OUT035
,Low Fat,0.032381325,Meat,166.1842,1985,Medium,Tier 3,Supermarket Type3,5470.8786,FDV51OUT027
7.81,Regular,0.034043503,Snack Foods,168.7158,1999,Medium,Tier 1,Supermarket Type1,2673.8528,FDT33OUT049
11.1,Regular,0.036027524,Frozen Foods,177.2712,1997,Small,Tier 1,Supermarket Type1,3339.6528,FDQ40OUT046
12.85,Low Fat,0,Frozen Foods,38.3164,2004,Small,Tier 2,Supermarket Type1,502.0132,FDX40OUT035
10.5,Regular,0.02498633,Fruits and Vegetables,216.7508,2004,Small,Tier 2,Supermarket Type1,3038.7112,FDU31OUT035
6.135,Low Fat,0.115032406,Soft Drinks,161.0236,1997,Small,Tier 1,Supermarket Type1,1288.9888,DRJ01OUT046
,Low Fat,0.068765925,Breads,216.9166,1985,Medium,Tier 3,Supermarket Type3,4354.332,FDP11OUT027
,Low Fat,0.006727008,Others,125.173,1985,Medium,Tier 3,Supermarket Type3,3202.498,NCN43OUT027
9.3,Low Fat,0.016087659,Dairy,249.6092,2009,Medium,Tier 3,Supermarket Type2,5976.2208,FDA15OUT018
16.6,Low Fat,0,Frozen Foods,54.6614,2007,,Tier 2,Supermarket Type1,884.1824,FDO04OUT017
8.51,Low Fat,0.051936086,Household,142.947,2004,Small,Tier 2,Supermarket Type1,3006.087,NCF43OUT035
8.645,Low Fat,0.1442339,Health and Hygiene,95.441,2007,,Tier 2,Supermarket Type1,3282.394,NCI17OUT017
8.6,Regular,0.05443912,Breads,128.831,1987,High,Tier 3,Supermarket Type1,1038.648,FDY47OUT013
,Low Fat,0.033059299,Fruits and Vegetables,196.4768,1985,Medium,Tier 3,Supermarket Type3,6306.4576,FDF20OUT027
14.5,Low Fat,0.089778187,Health and Hygiene,158.4604,1997,Small,Tier 1,Supermarket Type1,2693.8268,NCS53OUT046
6.65,Low Fat,0.053372768,Canned,149.5734,1999,Medium,Tier 1,Supermarket Type1,2524.0478,FDK38OUT049
20.1,Regular,0.022406575,Fruits and Vegetables,225.9036,1987,High,Tier 3,Supermarket Type1,3643.2576,FDW43OUT013
15.25,Regular,0.065896556,Snack Foods,179.266,1997,Small,Tier 1,Supermarket Type1,1438.128,FDV57OUT046
17.7,Low Fat,0.088305201,Dairy,182.3292,2007,,Tier 2,Supermarket Type1,4195.8716,FDX26OUT017
7.075,Low Fat,0.022566975,Frozen Foods,97.3068,1997,Small,Tier 1,Supermarket Type1,1263.6884,FDR04OUT046
11.5,Low Fat,0,Fruits and Vegetables,129.3652,1987,High,Tier 3,Supermarket Type1,2066.6432,FDP19OUT013
5.82,Regular,0.077756427,Fruits and Vegetables,254.533,2007,,Tier 2,Supermarket Type1,1281.665,FDT07OUT017
8.785,Low Fat,0.020609218,Soft Drinks,155.1656,1999,Medium,Tier 1,Supermarket Type1,4016.1056,DRB24OUT049
5.465,Regular,0,Baking Goods,129.1626,1997,Small,Tier 1,Supermarket Type1,3672.5528,FDB36OUT046
,Low Fat,0.013066448,Household,140.9154,1985,Medium,Tier 3,Supermarket Type3,2127.231,NCE07OUT027
,reg,0.135118202,Frozen Foods,52.564,1985,Medium,Tier 3,Supermarket Type3,2290.352,FDI16OUT027
15.7,Regular,0.030624844,Snack Foods,252.2724,1997,Small,Tier 1,Supermarket Type1,1258.362,FDP45OUT046
7.39,low fat,0.092705683,Household,251.9066,1987,High,Tier 3,Supermarket Type1,4267.1122,NCC43OUT013
,Low Fat,0.042941559,Breads,102.9332,1985,Small,Tier 1,Grocery Store,102.5332,FDQ23OUT019
6.8,Low Fat,0.03748996,Baking Goods,48.6034,2004,Small,Tier 2,Supermarket Type1,291.6204,FDW24OUT035
,Regular,0.025795293,Snack Foods,80.2302,1985,Medium,Tier 3,Supermarket Type3,2139.2154,FDW09OUT027
11.5,Low Fat,0.046115083,Snack Foods,120.2124,2004,Small,Tier 2,Supermarket Type1,1540.6612,FDN10OUT035
17.6,Regular,0.053170949,Starchy Foods,45.606,2004,Small,Tier 2,Supermarket Type1,1724.422,FDE23OUT035
7.75,Regular,0.082915017,Frozen Foods,34.9558,2004,Small,Tier 2,Supermarket Type1,645.1602,FDV16OUT035
,Low Fat,0.082028694,Baking Goods,148.6076,1985,Medium,Tier 3,Supermarket Type3,3990.8052,FDF12OUT027
18.6,Low Fat,0.076975118,Snack Foods,161.8236,1999,Medium,Tier 1,Supermarket Type1,1611.236,FDN21OUT049
5.73,Low Fat,0.045371855,Soft Drinks,86.0882,1997,Small,Tier 1,Supermarket Type1,1116.5466,DRC25OUT046
